iso3,year,region,income_group,homrates_unodc,homrates_who,deport_convict,deport_convict_d,deport_convict_lead,deport_nonconvict,deport_nonconvict_d,corruption,crime_US_weight,GDP_growth,GDPpercapita_const2010USD_log,gini_mkt,instr_benef_medicaidpregn_lag1,instr_enforce_everify_lag1,,polity2,pop_sh14,population_log,,remittances_GDP,urban_interp,war_intrastate,yr_sch
DNK,1996,Europe & Central Asia,High income: OECD,NA,1.1624152,0.019000303,0.038000606,0.075116896,NA,NA,6,NA,2.900068335,10.82500909,44.2,NA,NA,,10,17.58838485,15.47622582,,0.366492216,84.9,0,10.19732882
DNK,1998,Europe & Central Asia,High income: OECD,NA,1.08623764,0.094401767,0.075116896,-0.038205747,NA,NA,6,NA,2.218161888,10.87124941,43.9,NA,NA,,10,18.04353991,15.4840131,,0.432502174,84.9,0,10.5078466
DNK,2000,Europe & Central Asia,High income: OECD,NA,1.181709769,0.11261843,-0.038205747,-0.009806752,0.112493031,NA,6,530.4614187,3.746900212,10.9304362,43.9,NA,NA,,10,18.46946582,15.4906643,,0.406015428,85.1,0,10.77
DNK,2002,Europe & Central Asia,High income: OECD,NA,0.92222909,0.060543931,-0.009806752,-0.009595941,NA,NA,5.5,512.6419839,0.466344928,10.93650858,44.4,0.576124567,0,,10,18.65220767,15.49744233,,0.439364398,85.4,0,10.94668669
DNK,2004,Europe & Central Asia,High income: OECD,1.005,0.889605314,0.064856331,-0.009595941,0.027253029,0.213072014,NA,5.5,474.2512687,2.668193459,10.96142948,45,0.598039216,0,,10,18.75318934,15.50274675,,0.427808444,85.7,0,11.0580489
DNK,2006,Europe & Central Asia,High income: OECD,0.755,0.838481615,0.0967374,0.027253029,-0.00995037,NA,NA,5.5,485.6453864,3.912980152,11.01686967,44.6,0.598039216,0,,10,18.63415758,15.50878802,,0.261684648,86.1,0,11.13818221
DNK,2008,Europe & Central Asia,High income: OECD,0.845,0.821598973,0.063871154,-0.00995037,-0.000709548,NA,NA,5.5,462.2195502,-0.512025222,11.01047757,45.2,0.601499423,0.043252595,,10,18.34768303,15.51909816,,0.297628911,86.5,0,11.21295332
DNK,2010,Europe & Central Asia,High income: OECD,0.805,0.767810901,0.081315562,-0.000709548,-0.018449998,0.442669022,NA,5.5,405.8397347,1.870992639,10.96891202,47.1,0.678777393,0.119377163,,10,17.949721,15.52889092,,0.287416406,86.9,0,11.3
DNK,2012,Europe & Central Asia,High income: OECD,0.83,0.5469133,0.071704782,-0.018449998,-0.035932596,0.143207306,-0.199978795,5.5,387.3261822,0.226468476,10.97657323,47.5,0.723183391,0.126874279,,10,17.568557,15.53677102,,0.361378027,87.3,0,11.41660225
DNK,2014,Europe & Central Asia,High income: OECD,1.07,0.514768544,0.026669444,-0.035932596,NA,NA,NA,5.5,375.6479815,1.67593432,10.99324434,47.9,0.724336794,0.319492503,,10,17.03300933,15.54601057,,0.420127068,87.6,0,11.58004007
DOM,1996,Latin America & Caribbean,Upper middle income,NA,4.721784906,16.74824621,6.00890099,2.031041295,5.695434754,-1.562293066,3,NA,7.131367357,8.068953448,48.5,NA,NA,,8,36.70947214,15.89858462,,5.309452507,58.4,0,6.422106044
DOM,1998,Latin America & Caribbean,Upper middle income,NA,7.054962129,22.3476415,2.031041295,6.006141516,9.32799318,3.958217621,4,NA,7.010597728,8.180967143,49,NA,NA,,8,35.85807054,15.93132923,,6.640051047,60,0,6.702934703
DOM,2000,Latin America & Caribbean,Upper middle income,NA,6.551144445,27.24215414,6.006141516,-3.799868026,11.93458955,3.712755627,4,494.4334263,5.656604877,8.269398298,49.6,NA,NA,,8,35.04829479,15.96291701,,7.662923545,61.7,0,6.98
DOM,2002,Latin America & Caribbean,Upper middle income,NA,4.206680011,23.74486297,-3.799868026,4.475368571,18.91420531,3.516219782,2,462.0688856,5.788207316,8.312590433,49.7,0.725592555,0,,8,34.25240467,15.99392432,,8.258058482,63.4,0,7.181745751
DOM,2004,Latin America & Caribbean,Upper middle income,22.905,4.530765527,25.54244831,4.475368571,-3.692924735,13.42012342,-2.956149062,2,422.2089362,1.31195822,8.292897845,49.9,0.72919166,0,,8,33.59617348,16.02411437,,11.3488525,64.9,0,7.330801228
DOM,2006,Latin America & Caribbean,Upper middle income,24.4,6.840735617,24.26239908,-3.692924735,-2.308130694,9.689449554,-4.457864766,2,424.3577283,10.67115484,8.453824168,49.7,0.72919166,0,,8,32.89563347,16.05316644,,8.493903474,66.4,0,7.472753409
DOM,2008,Latin America & Caribbean,Upper middle income,23.525,5.785183779,21.36883309,-2.308130694,1.409240918,11.13034074,2.692925278,2,397.3121916,3.209504262,8.541028171,48.7,0.7207289,0.00950034,,8,32.12368158,16.08107061,,7.466508814,67.8,0,7.639650113
DOM,2010,Latin America & Caribbean,Upper middle income,24.65,8.451480675,22.61785837,1.409240918,-1.153913839,12.71598191,-0.890882397,2,367.8774035,8.317067728,8.603566641,47.6,0.740280795,0.040173795,,8,31.43277142,16.10784176,,7.20420782,69.2,0,7.85
DOM,2012,Latin America & Caribbean,Upper middle income,23.695,10.80185345,21.42458869,-1.153913839,-5.726683385,7.12251643,-4.661138848,1.5,357.0631562,2.793910372,8.6360403,46.6,0.749586589,0.040335916,,8,30.79585818,16.13347183,,7.031585036,70.7,0,8.121723069
DZA,2004,Middle East & North Africa,Upper middle income,1.69,NA,0.039877952,0.011546843,0.016738543,0.110255025,0.034162983,1.5,483.0028662,4.301624264,8.316579974,35.6,0.705414013,0,,2,29.94291144,17.30688667,,2.883094092,62.6,0,5.52682281
DZA,2006,Middle East & North Africa,Upper middle income,0.765,NA,0.040162836,0.016738543,-0.041815023,0.079106606,-0.05983567,1.5,494.1474522,1.684488319,8.36225212,35,0.705414013,0,,2,28.40779249,17.33531774,,0.161500771,64,0,5.606635136
DZA,2008,Middle East & North Africa,Upper middle income,0.865,NA,0.014483453,-0.041815023,-0.001783678,0.054994924,-0.019326334,1.5,467.4211783,2.360134861,8.387198311,34.4,0.670382166,0.046178344,,2,27.51864957,17.36687111,,0.060603198,65.3,0,5.955392704
DZA,2010,Middle East & North Africa,Upper middle income,0.74,NA,0.00907471,-0.001783678,0.014267375,NA,NA,2,418.5173567,3.634145353,8.403664893,33.7,0.785031847,0.084394904,,2,27.21044846,17.40229186,,0.121948154,66.5,0,6.68
DZA,2012,Middle East & North Africa,Upper middle income,1.08,NA,0.017410862,0.014267375,-0.016287909,0.025531728,NA,2,395.7869427,3.374768651,8.426050021,NA,0.820063694,0.084394904,,2,27.66708814,17.44160587,,0.102765859,67.6,0,7.886697025
DZA,2014,Middle East & North Africa,Upper middle income,1.37,NA,0.011660031,-0.016287909,NA,NA,-0.016393227,2,379.3877389,3.789121212,8.450173734,NA,0.820063694,0.289808917,,2,28.30364689,17.48197345,,0.142143561,68.6,0,9.681723779
ECU,1996,Latin America & Caribbean,Upper middle income,NA,13.67531363,0.803809693,0.141399104,0.377249207,0.983096379,0.874137574,3,NA,1.731747514,8.251341151,50.4,NA,NA,,9,36.15775746,16.27368635,,1.938287397,58.2,0,7.090579256
ECU,1998,Latin America & Caribbean,Upper middle income,NA,13.6939321,1.20777464,0.377249207,0.255526237,3.631126492,2.918110412,3,NA,3.266529404,8.285557052,50.8,NA,NA,,9,35.49947241,16.31398187,,2.854416916,59.2,0,7.077011391
ECU,2000,Latin America & Caribbean,Upper middle income,NA,15.60313818,1.44602942,0.255526237,-0.2723502,5.160451754,1.192470541,3,549.2172845,1.091801564,8.210369703,51.8,NA,NA,,6,34.7386677,16.35147432,,7.214742269,60.3,0,7.1
ECU,2002,Latin America & Caribbean,Upper middle income,NA,15.56672973,1.253943288,-0.2723502,1.056115512,4.964142166,-1.291369169,1.5,515.7381134,4.096776659,8.255378156,51.1,0.763962437,0,,6,33.9673089,16.38598769,,5.037043818,61.6,0,7.183460474
ECU,2004,Latin America & Caribbean,Upper middle income,16.135,15.19725618,1.805921653,1.056115512,1.092508979,4.627012338,1.910914723,3,471.0642307,8.211020917,8.328228958,50.4,0.765445174,0,,6,33.0995325,16.41891458,,5.023116526,62.9,0,7.305249898
ECU,2006,Latin America & Caribbean,Upper middle income,16.26,17.16737594,3.113106939,1.092508979,0.317322997,8.575451724,3.175830752,3,471.8647109,4.403526434,8.389555165,49.5,0.765445174,0,,7,32.25009808,16.45224233,,6.268548466,64.3,0,7.431998644
ECU,2008,Latin America & Caribbean,Upper middle income,17.02,16.62967668,3.220892933,0.317322997,0.951225452,10.34767958,3.280862152,3,443.9790934,6.3571306,8.439057922,47.7,0.75238297,0.011155829,,5,31.48792855,16.48603624,,5.000811784,65.7,0,7.536957966
ECU,2010,Latin America & Caribbean,Upper middle income,17.765,15.18641023,4.365588921,0.951225452,-0.054938933,11.72943267,-1.108982578,2.5,401.5257855,3.525298669,8.446191667,45.9,0.793899598,0.037562663,,5,30.73139784,16.51919725,,3.736630473,66.9,0,7.6
ECU,2012,Latin America & Caribbean,Upper middle income,13.965,12.4731589,4.608529037,-0.054938933,-1.025804932,6.761355537,-4.481141124,2.5,389.3740027,5.641962067,8.544859506,44.4,0.814728518,0.038056909,,5,30.04950302,16.55115427,,2.816307995,67.9,0,7.601284745
ECU,2014,Latin America & Caribbean,Upper middle income,9.62,7.343229455,3.628050812,-1.025804932,NA,5.936106529,-0.799464002,2.5,374.581021,3.992708509,8.601419619,43.7,0.814728518,0.215985314,,5,29.33825782,16.58202537,,2.430491069,68.7,0,7.520972202
EGY,2002,Middle East & North Africa,Lower middle income,NA,0.103461553,0.058056854,0.059291945,-0.016786134,0.202157547,0.193240992,1.5,520.7114785,2.370460092,7.596388367,52.6,0.691481994,0,,-6,35.21612267,18.10033935,,3.293201452,42.9,0,6.318765744
EGY,2004,Middle East & North Africa,Lower middle income,0.545,0.140321882,0.072926093,-0.016786134,-0.039884854,0.278677065,-0.03347002,1.5,479.6540339,4.0899404,7.630159039,52.2,0.712777008,0,,-6,33.90841878,18.13807774,,4.237037414,42.9,0,6.554349103
EGY,2006,Middle East & North Africa,Lower middle income,0.71,0.102682154,0.049799303,-0.039884854,0.007321763,0.211968624,-0.079655127,2,487.4118421,6.853907786,7.704088286,51.8,0.712777008,0,,-3,32.98076251,18.17425639,,4.958410806,43.1,0,6.761384926
EGY,2008,Middle East & North Africa,Lower middle income,1.05,0.07786449,0.041082969,0.007321763,0.001853089,0.152596799,-0.022330832,2,460.965651,7.157616776,7.806587057,51.3,0.695810249,0.020083102,,-3,32.29515086,18.20939018,,5.339698492,43.2,0,6.956837389
EGY,2010,Middle East & North Africa,Lower middle income,1.685,0.093697473,0.045606498,0.001853089,-0.015672278,0.122705992,-0.06066688,2,411.1961911,5.14510637,7.864219942,50.8,0.772680055,0.063365651,,-3,32.0885557,18.24760756,,5.689248172,43.4,0,7.15
EGY,2012,Middle East & North Africa,Lower middle income,NA,0.242695359,0.032823495,-0.015672278,-0.010102336,0.087563184,-0.016690933,2,393.7140582,2.215608782,7.860658119,50.4,0.815616343,0.064750693,,-3,32.32871661,18.29072304,,6.885567552,43.6,0,7.349832759
EGY,2014,Middle East & North Africa,Lower middle income,NA,0.272248497,0.023696931,-0.010102336,NA,0.051133023,-0.024265873,2,375.8099204,2.91591188,7.866482777,50.5,0.815789474,0.246537396,,-4,32.99124545,18.33525973,,6.405401108,43.9,0,7.565295665
ESP,1996,Europe & Central Asia,High income: OECD,NA,0.874249129,0.035148963,0.02236774,0.009570124,0.061544691,0.024745051,5,NA,2.674639067,10.09490625,48.1,NA,NA,,10,16.19481749,17.50163251,,0.456343144,76,0,8.291433798
ESP,1998,Europe & Central Asia,High income: OECD,NA,0.868171759,0.051063166,0.009570124,-0.007859282,0.088421805,0.034285643,5,NA,4.305978447,10.16496685,47.2,NA,NA,,10,15.34004149,17.50996218,,0.527264797,76.2,0,8.592133439
ESP,2000,Europe & Central Asia,High income: OECD,NA,0.936153601,0.060558329,-0.007859282,0.027987091,0.071590097,-0.000823017,4,547.0823411,5.289093179,10.25185429,47.1,NA,NA,,10,14.7505785,17.51848678,,0.109092745,76.3,0,8.93
ESP,2002,Europe & Central Asia,High income: OECD,NA,1.034171283,0.066786565,0.027987091,0.05564735,0.10200723,0.017304891,3.5,529.0888075,2.879762121,10.29840941,46,0.470232643,0,,10,14.40708844,17.53955342,,0.105589302,76.4,0,9.400288135
ESP,2004,Europe & Central Asia,High income: OECD,1.29,1.210061154,0.119753102,0.05564735,-0.074159836,0.11388802,0.010040005,4,490.2524821,3.166746501,10.32562482,45.4,0.487085547,0,,10,14.31761057,17.57489263,,0.094482309,76.6,0,9.902994966
ESP,2006,Europe & Central Asia,High income: OECD,1.125,0.869006708,0.061371238,-0.074159836,0.002444565,0.080670126,-0.046898902,4,498.9677047,4.174119116,10.36927603,45.7,0.487085547,0,,10,14.36758092,17.60868964,,0.101305866,76.8,0,10.2905236
ESP,2008,Europe & Central Asia,High income: OECD,0.98,0.79711305,0.057015614,0.002444565,0.005655344,0.117120383,0.069216435,4,475.7010625,1.115972755,10.38290591,47.8,0.473529951,0.041582707,,10,14.4906281,17.64315376,,0.112566982,77,0,10.44334539
ESP,2010,Europe & Central Asia,High income: OECD,0.875,0.716616173,0.054852204,0.005655344,0.014695759,0.260454216,0.083929991,4,412.9244184,0.013786544,10.33318996,51,0.577761495,0.108994321,,10,14.61298824,17.6566152,,0.11004273,77.4,0,10.27
ESP,2012,Europe & Central Asia,High income: OECD,0.8,0.682249184,0.080200748,0.014695759,-0.00595702,0.149717135,-0.110000574,4,389.9752885,-2.929811429,10.28920029,51.5,0.618794651,0.11284118,,10,14.8337219,17.66081785,,0.156010202,77.9,0,9.680247416
ESP,2014,Europe & Central Asia,High income: OECD,0.675,0.678837926,0.068749178,-0.00595702,NA,0.140719067,0.028721077,4,385.068932,1.378998287,10.29195613,51.9,0.620076937,0.381205349,,10,14.89958681,17.65455165,,0.224388237,78.7,0,8.58384764
EST,1998,Europe & Central Asia,High income: OECD,NA,18.02590668,0.020611986,NA,0.081489279,NA,NA,NA,NA,4.117257751,9.137024833,49.2,NA,NA,,6,18.73246347,14.14204501,,0.047074142,69.5,0,11.07831989
EST,2000,Europe & Central Asia,High income: OECD,NA,14.96439386,0.10245938,0.081489279,0.084423651,NA,NA,5,516.5610365,10.56807495,9.221102778,50.4,NA,NA,,9,17.58293832,14.1498269,,0.071276728,69.4,0,11.41
EST,2002,Europe & Central Asia,High income: OECD,NA,13.21973887,0.18590004,0.084423651,0.086430307,NA,NA,3,496.6462572,6.076394702,9.354161253,49.7,0.629558541,0,,9,16.4936517,14.13712293,,0.261524155,69.4,0,11.61094456
EST,2004,Europe & Central Asia,High income: OECD,8.69,9.398475838,0.271848221,0.086430307,0.003430883,NA,NA,3,462.5230326,6.294746225,9.499001838,49.2,0.650671785,0,,9,15.50252463,14.1248685,,1.383825452,69.4,0,11.72589163
EST,2006,Europe & Central Asia,High income: OECD,7.54,8.214850565,0.296125035,0.003430883,0.076948314,1.369687421,0.676822915,3,472.5539347,10.27188409,9.69800013,47.6,0.650671785,0,,9,15.0067776,14.11324939,,2.369024151,69.4,0,11.81487741
EST,2008,Europe & Central Asia,High income: OECD,6.595,6.945890485,0.485329261,0.076948314,-0.148632375,1.232721406,0.085044688,3,448.1366603,-5.41945589,9.724151724,46.7,0.619961612,0.021113244,,9,14.92902952,14.10600617,,1.497323356,69.5,0,11.92891611
EST,2010,Europe & Central Asia,High income: OECD,5.245,5.363055391,0.412391376,-0.148632375,0.379511265,1.463001421,0.081412596,3,398.2291747,2.259075894,9.591417484,48,0.689059501,0.080614203,,9,15.13315046,14.10179791,,1.832475975,69.5,0,12.11
EST,2012,Europe & Central Asia,High income: OECD,4.825,4.905426192,0.754410819,0.379511265,-0.072321654,0.905076876,-0.972372924,3.5,378.71881,4.307258988,9.713428897,49,0.710172745,0.080614203,,9,15.51994288,14.09518264,,1.999849338,69.4,0,12.39972907
EST,2014,Europe & Central Asia,High income: OECD,3.53,3.570201304,0.607679002,-0.072321654,NA,0.379662397,-0.37660945,3.5,365.9573896,2.822906967,9.761501286,49.7,0.714011516,0.26487524,,9,15.8996146,14.08900116,,2.076288682,69.3,0,12.83970333
FIN,1996,Europe & Central Asia,High income: OECD,NA,3.127020191,0.007317683,NA,0.0290243,NA,NA,6,NA,3.658833063,10.40605205,45.7,NA,NA,,10,18.95804908,15.44955776,,0.110114479,81.2,0,8.743789497
FIN,1998,Europe & Central Asia,High income: OECD,NA,2.594135793,0.036421741,0.0290243,0.020737528,NA,NA,6,NA,5.428512567,10.51392811,46.2,NA,NA,,10,18.53284567,15.45518627,,0.280291309,81.7,0,8.946400247
FIN,2000,Europe & Central Asia,High income: OECD,NA,2.746231288,0.061237558,0.020737528,0.012517038,NA,NA,6,520.7670862,5.634847452,10.60783115,46.7,NA,NA,,10,18.13595494,15.45958349,,0.376560731,82.2,0,9.09
FIN,2002,Europe & Central Asia,High income: OECD,NA,2.762891109,0.073795021,0.012517038,-0.051411373,NA,NA,6,503.3717328,1.680325089,10.64527462,47,0.557599226,0,,10,17.72420657,15.46428418,,0.341578252,82.8,0,9.251354751
FIN,2004,Europe & Central Asia,High income: OECD,2.405,2.19281103,0.038328444,-0.051411373,-0.025502859,NA,NA,6,468.2968054,3.926057175,10.69823967,47.2,0.58857696,0,,10,17.50449479,15.46957225,,0.338686572,83.4,0,9.4257505
FIN,2006,Europe & Central Asia,High income: OECD,2.265,2.016643857,0,-0.025502859,0.075281378,NA,NA,6,482.9622459,4.055197444,10.75815088,47.4,0.58857696,0,,10,17.19763073,15.47683251,,0.329946628,84,0,9.5886125
FIN,2008,Europe & Central Asia,High income: OECD,2.47,2.216484177,0.037640689,0.075281378,-0.047313794,NA,NA,6,459.2037754,0.720668487,10.80697056,47.3,0.601161665,0.063891578,,10,16.82989649,15.4857423,,0.338041923,84.5,0,9.72707875
FIN,2010,Europe & Central Asia,High income: OECD,2.235,1.981078222,0.013983792,-0.047313794,0.027444607,NA,NA,6,405.9838335,2.992337502,10.74078735,47.7,0.666021297,0.155856728,,10,16.52258702,15.49509971,,0.360789742,85.1,0,9.84
FIN,2012,Europe & Central Asia,High income: OECD,1.83,1.592843532,0.055544334,0.027444607,-0.055412192,NA,NA,5.5,385.2241045,-1.42618936,10.74241238,48,0.690222652,0.156824782,,10,16.42827056,15.50449339,,0.335958974,85.8,0,9.926736251
FIN,2014,Europe & Central Asia,High income: OECD,1.635,1.431135232,0.027578741,-0.055412192,NA,0.082622404,NA,5.5,375.1682478,-0.631728091,10.71972298,48.2,0.696030978,0.353339787,,10,16.37570226,15.51323623,,0.3327236,86.6,0,9.986647503
FJI,2002,East Asia & Pacific,Upper middle income,NA,4.35280361,2.14719456,0.726794762,0.969992251,1.963634076,-0.255319233,NA,559.1960164,3.200000514,8.15204193,44.4,0.916227299,0,,5,33.051609,13.61179089,,5.39461565,48.7,0,9.542361594
FJI,2004,East Asia & Pacific,Upper middle income,NA,1.346356875,2.812973226,0.969992251,-1.002986196,3.485054012,3.049726486,NA,502.1144112,5.300000292,8.210376082,43.7,0.905096661,0,,6,31.35647898,13.61505028,,6.330342398,49.5,0,9.405026131
FJI,2006,East Asia & Pacific,Upper middle income,NA,1.273954686,2.24329406,-1.002986196,0.786660098,5.099109428,-1.259417488,NA,509.4857645,1.852483092,8.224700493,44,0.905096661,0,,-3,30.35976075,13.62605683,,6.593845293,50.3,0,9.391701335
FJI,2008,East Asia & Pacific,Upper middle income,3.1,0.714485105,2.799258007,0.786660098,0.289309505,4.105412489,1.951876433,NA,482.4988284,1.032794215,8.207363895,43.8,0.919156415,0.012302285,,-4,29.75063438,13.64512548,,4.163893594,51.1,0,9.555712003
FJI,2010,East Asia & Pacific,Upper middle income,2.63,NA,3.094649802,0.289309505,-1.655248258,3.737490693,-1.382207959,NA,423.678969,2.954672074,8.203021146,42.7,0.92970123,0.028705331,,-4,28.99738357,13.66462953,,5.59304202,51.9,0,9.96
FJI,2012,East Asia & Pacific,Upper middle income,NA,1.148131588,2.819110252,-1.655248258,-0.24945086,2.415459403,-2.23667741,NA,407.1944347,1.883476699,8.232628964,42.6,0.933801992,0.028705331,,-4,28.90306274,13.68037331,,4.798770406,52.7,0,10.66792533
FRA,1996,Europe & Central Asia,High income: OECD,NA,1.021882881,0.04024542,0.011546674,0.004731569,0.054482496,-0.007150756,4,NA,1.388004028,10.44863591,48,NA,NA,,9,19.31614371,17.9057316,,0.268540551,74.9,0,9.051087104
FRA,1998,Europe & Central Asia,High income: OECD,NA,0.821644587,0.035780711,0.004731569,0.012658184,0.089053274,0.032820613,4,NA,3.556201252,10.49946099,47.9,NA,NA,,9,19.04657076,17.91295516,,0.663312913,75.5,0,9.451867029
FRA,2000,Europe & Central Asia,High income: OECD,NA,0.759187147,0.056020869,0.012658184,0.028364879,0.092166459,0.026839216,3,550.5407422,3.875162259,10.55899028,48.2,NA,NA,,9,18.78069429,17.92494893,,0.648159248,76.9,0,9.75
FRA,2002,Europe & Central Asia,High income: OECD,NA,0.788419146,0.06897103,0.028364879,-0.02348747,0.145163946,0.075979581,3,531.9852647,1.118456892,10.5749185,47.9,0.572389906,0,,9,18.60992919,17.93949915,,0.705763266,78.7,0,9.935737506
FRA,2004,Europe & Central Asia,High income: OECD,1.63,0.734663873,0.061640326,-0.02348747,-0.002398827,0.156138476,-0.056984624,3,491.9389213,2.786424111,10.59611256,47.9,0.593963384,0,,9,18.45654332,17.9539501,,0.62769151,80.7,0,10.06011894
FRA,2006,Europe & Central Asia,High income: OECD,1.51,0.670406263,0.063119377,-0.002398827,-0.009964406,0.14196224,0.004334489,3.5,502.2845423,2.3749469,10.6210237,48.2,0.593963384,0,,9,18.3974954,17.96846007,,0.667904228,82.4,0,10.18900076
FRA,2008,Europe & Central Asia,High income: OECD,1.62,0.63619115,0.039707418,-0.009964406,0.018001686,0.157232746,0.052731299,5,477.5292331,0.195294766,10.63453952,48.9,0.579811974,0.041860465,,9,18.41055947,17.98023576,,0.687038321,83.9,0,10.37950113
FRA,2010,Europe & Central Asia,High income: OECD,1.285,0.679218234,0.05007024,0.018001686,0.000915853,0.281457755,0.042663639,5,420.7425433,1.965657375,10.6140655,49.7,0.683325087,0.113706086,,9,18.40970832,17.990321,,0.751960473,85.3,0,10.68
FRA,2012,Europe & Central Asia,High income: OECD,1.29,0.606094853,0.065651648,0.000915853,-0.026276865,0.113008798,-0.13628989,4.5,400.4852548,0.182693034,10.62679357,49.9,0.722513607,0.115784265,,9,18.39817154,17.99999727,,0.845614541,86.7,0,11.13849735
FRA,2014,Europe & Central Asia,High income: OECD,1.23,NA,0.043087562,-0.026276865,NA,0.06349305,-0.041707518,4,388.0669075,0.947586471,10.63178563,49.7,0.725086591,0.320336467,,9,18.32018557,18.01018235,,0.889731155,88.3,0,11.8029932
GBR,1996,Europe & Central Asia,High income: OECD,NA,0.915860097,0.254755604,0.017649303,0.096026727,0.203101028,-0.027067517,5,NA,2.548734414,10.35137018,53.1,NA,NA,,10,19.44912839,17.87882788,,0.100898993,78.5,0,9.502172513
GBR,1998,Europe & Central Asia,High income: OECD,NA,0.698589663,0.313280978,0.096026727,0.031500482,0.30139237,0.058637504,5,NA,3.190779372,10.40808268,53,NA,NA,,10,19.29872742,17.88431748,,0.084954687,78.6,0,9.659638763
GBR,2000,Europe & Central Asia,High income: OECD,NA,0.824022333,0.383575599,0.031500482,0.003606947,0.293377531,0.04392791,5,546.3950035,3.744962443,10.47024701,53.1,NA,NA,,10,19.03593651,17.89122454,,0.307919867,78.7,0,9.92
GBR,2002,Europe & Central Asia,High income: OECD,NA,0.426984458,0.353533509,0.003606947,0.030967752,0.364445984,0.108569078,4.5,528.6295031,2.397248284,10.51274964,52.9,0.544927536,0,,10,18.62883579,17.89930767,,0.296032948,78.8,0,10.32918625
GBR,2004,Europe & Central Asia,High income: OECD,1.69,0.472245584,0.409538,0.030967752,-0.102941792,0.370225522,-0.037778088,4.5,490.315666,2.52787714,10.56144353,52.8,0.567218772,0,,10,18.17159966,17.90965352,,0.247578086,78.9,0,10.8349275
GBR,2006,Europe & Central Asia,High income: OECD,1.455,0.42472764,0.340698421,-0.102941792,-0.030865663,0.332450753,-0.081153099,4.5,500.7312146,2.50300856,10.60123674,52.7,0.567218772,0,,10,17.82958979,17.92387012,,0.226757688,79.1,0,11.3610175
GBR,2008,Europe & Central Asia,High income: OECD,1.33,0.366373118,0.276894244,-0.030865663,0.040183236,0.418809148,0.173122414,4,477.1640028,-0.627205201,10.60452499,53.3,0.555693582,0.046031746,,10,17.66115241,17.9395271,,0.207402432,79.4,0,11.84536625
GBR,2010,Europe & Central Asia,High income: OECD,1.175,0.300733403,0.326274915,0.040183236,-0.042511677,0.650090618,-0.016978216,4,418.5906556,1.915161833,10.56385096,54.2,0.659834369,0.113043478,,10,17.5222132,17.9549299,,0.202828885,79.6,0,12.24
GBR,2012,Europe & Central Asia,High income: OECD,1.015,0.270281034,0.273267388,-0.042511677,-0.061322631,0.238725182,-0.248624553,4.5,397.2657281,1.313018598,10.57710365,53.3,0.704899931,0.115113872,,10,17.56983972,17.96969983,,0.185745976,79.7,0,12.49755874
GBR,2014,Europe & Central Asia,High income: OECD,0.93,NA,0.225255134,-0.061322631,NA,0.109549777,-0.117632811,4.5,386.0051001,3.070483794,10.61204816,52.9,0.707453416,0.34389234,,10,17.53648189,17.98392866,,0.163277085,79.6,0,12.57068249
GEO,1996,Europe & Central Asia,Lower middle income,NA,0.216363327,0,NA,0,0,NA,NA,NA,11.20000269,7.049334315,46.1,NA,NA,,5,24.15120939,15.34506075,,NA,53.4,0,NA
GEO,1998,Europe & Central Asia,Lower middle income,NA,2.788503548,0,0,0.181065116,NA,0.111425579,NA,NA,3.104903424,7.208227721,47.2,NA,NA,,5,23.4791778,15.31676174,,10.31963437,52.9,0,NA
GEO,2000,Europe & Central Asia,Lower middle income,NA,3.448962582,0.135451143,0.181065116,-0.02040411,NA,0.250704652,NA,532.4191606,1.838341787,7.270229025,47.7,NA,NA,,5,22.60979797,15.30126556,,6.735340162,52.6,0,NA
GEO,2004,Europe & Central Asia,Lower middle income,6.595,NA,0.398017389,0.263367263,-0.254782621,1.065101413,0.602250335,NA,461.5430657,5.857329773,7.572275954,48.8,0.777372263,0,,7,20.07476184,15.26125238,,6.996506797,52.5,0,NA
GEO,2006,Europe & Central Asia,Lower middle income,8.15,1.356861921,0.29941996,-0.254782621,0.202962789,0.625978082,-0.260956684,NA,467.0193431,9.383276297,7.779640372,49.5,0.777372263,0,,7,19.01589945,15.2352397,,8.099623999,52.6,0,NA
GEO,2008,Europe & Central Asia,Lower middle income,6.79,NA,0.394335478,0.202962789,0.162687131,0.937238229,0.146327591,NA,441.7312044,2.314047429,7.944875333,50.4,0.753649635,0.052919708,,6,18.33481012,15.20927693,,8.323701401,52.7,0,NA
GEO,2010,Europe & Central Asia,Lower middle income,4.645,0.555538908,0.556537779,0.162687131,-0.142738705,1.087271383,-0.024649565,NA,400.9587591,6.24941822,7.994455916,51.5,0.810218978,0.091240876,,6,18.01803122,15.18313165,,10.17254803,52.7,0,NA
GEO,2012,Europe & Central Asia,Lower middle income,NA,0.715918195,0.505755851,-0.142738705,-0.123844547,0.440902382,-0.628036985,NA,389.0082117,6.350482702,8.151815258,50.1,0.839416058,0.091240876,,6,18.2109341,15.15706903,,11.17040364,52.6,0,NA
GEO,2014,Europe & Central Asia,Lower middle income,NA,1.763027217,0.332779039,-0.123844547,NA,0.346020565,-0.071556966,NA,368.1346715,4.62333166,8.256275967,49.3,0.839416058,0.197080292,,7,18.50057585,15.13111418,,12.03245578,52.2,0,NA
